이름,유형,도로명주소,지번주소,전화번호,홈페이지,체크인/아웃시간,별점,리뷰 개수,위도,경도
제주은빌레,펜션,제주 서귀포시 남원읍 한신로 247-3,의귀리 794,0507-1415-2223,https://blog.naver.com/eun7643901,입실 15:00 퇴실 11:00,0.0,236,33.3116448251141,126.71685678311
서귀포 늘바다 애견동반펜션,펜션,제주 서귀포시 안덕면 대평로 38,창천리 901-6,070-4364-9474,http://www.oceanlogps.kr/,입실 15:00 퇴실 11:00,4.41,256,33.2373488454203,126.363719587701
하도락,펜션,제주 제주시 구좌읍 해맞이해안로 1726,하도리 1743,010-2826-1974,https://www.instagram.com/hadorak_jeju,미제공,4.77,678,33.5269149049016,126.886501144718
현이네,펜션,제주 제주시 한림읍 동명7길 50-13,동명리 1233-4,0507-1327-2627,https://www.instagram.com/hyun2ne_jeju,입실 16:00 퇴실 11:00,0.0,88,33.3958993500947,126.269527599186
가족키즈펜션M,펜션,제주 서귀포시 안덕면 화순로 191-25 1~3층,화순리 2015-21,0507-1326-5422,https://map.naver.com/v5/entry/place/1111784449?lng,입실 16:00 퇴실 11:00,0.0,526,33.2465627447197,126.325908692356
고파크,펜션,제주 제주시 조천읍 남조로 2044-38,교래리 786-17,0507-1411-2455,http://kopark.co.kr/,입실 15:00 퇴실 11:00,4.48,222,33.4503944517299,126.665322296408
수하리839,펜션,제주 서귀포시 성산읍 온평애향로 21,온평리 839,064-782-4800,https://blog.naver.com/suhari839,입실 15:00 퇴실 10:30,4.87,550,33.4078615622093,126.899906888315
두모리에리조트,펜션,제주 제주시 한경면 두모11길 52-1 2층 (계단으로 이동),두모리 2611,010-7551-3369,https://blog.naver.com/gahunhouse,입실 16:00 퇴실 11:00,4.79,389,33.3576278212339,126.183040176258
제주 고흐와 바흐 독채펜션,펜션,제주 제주시 한림읍 명재로 142-21 고흐와 바흐 독채펜션,명월리 1926-3,0507-1346-4823,http://www.goghnbach.com/,입실 16:00 퇴실 11:00,4.98,495,33.3912582605204,126.262763122395
안녕바다야,펜션,제주 제주시 애월읍 하귀12길 39 바다야펜션,하귀1리 1650-1,0507-1475-0107,http://jeju-hellosea.weebly.com/,입실 15:00 퇴실 11:00,0.0,212,33.4877939030282,126.408634848614
트윈트리풀빌라,펜션,제주 제주시 애월읍 유수암서길 67-3,유수암리 3032,010-3667-6289,https://blog.naver.com/twintree-jeju,입실 16:00 퇴실 11:00,4.79,421,33.4265060948896,126.391992185218
섯동네펜션,펜션,제주 제주시 구좌읍 월정중길 55 3층,월정리 659-1,010-7761-4517,http://santarkim.modoo.at/,입실 16:00 퇴실 11:00,4.58,580,33.5583494740663,126.794272102749
제주 자락,펜션,제주 제주시 한경면 용고로 260-103,용수리 2667,010-9064-7626,미제공,입실 15:00 퇴실 11:00,4.97,141,33.3101833151269,126.182350215618
제주오다,펜션,제주 제주시 서해안로 452,용담삼동 2396,010-7382-4006,https://jejuoda.imweb.me,입실 15:00 퇴실 11:00,4.65,255,33.5177978433689,126.487792400443
로비나발리플러스,펜션,제주 제주시 한림읍 한림해안로 712,귀덕리 3082,0507-1411-3082,http://jejulovinabali.co.kr,입실 15:00 퇴실 11:00,0.0,76,33.4443504473819,126.285088863684
서우봉 펜션,펜션,제주 제주시 조천읍 신북로 661,북촌리 2109-8,010-6782-6462,http://seowubong.com,입실 16:00 퇴실 11:00,0.0,65,33.5413057243635,126.67977265507
보로스름: 스테이더몽 2호점,펜션,제주 서귀포시 안덕면 산방로 355 보로스름 2층,사계리 1766-1,0507-1455-2044,https://www.instagram.com/staythemong/,미제공,0.0,78,33.231555920514,126.298874064458
산방산탄산온천펜션,펜션,제주 서귀포시 안덕면 사계북로41번길 188-14,사계리 980,010-2191-0303,http://cafe.naver.com/olleh6616,미제공,4.19,228,33.2489585696421,126.299296440849
콴도제주,펜션,제주 서귀포시 남원읍 태위로151번길 14-12,위미리 1996-6,0507-1314-1996,http://www.quandojeju.com/,입실 17:00 퇴실 11:00,4.77,605,33.2764746051882,126.665171230449
쉼127 키즈 가족 협재점,펜션,제주 제주시 한림읍 옹포남2길 25,옹포리 785,010-6844-6521,http://www.sim127.com,입실 16:00 퇴실 11:00,4.96,412,33.3992172146382,126.255768387557
블랙랜드레이스 수영장&풀빌라펜션,펜션,제주 서귀포시 표선면 일주동로 6343,세화리 1566-2,0507-1397-1199,http://blackno1.co.kr,입실 15:00 퇴실 11:00,4.26,695,33.3062526796891,126.794298020848
해모랏 펜션,펜션,제주 서귀포시 성산읍 환해장성로 803,온평리 1-2,0507-1417-4995,http://page.yapen.co.kr/26854,입실 15:00 퇴실 11:00,4.8,284,33.4235510555139,126.913478060162
무명고택,펜션,제주 서귀포시 표선면 중산간동로 4667,성읍리 662-5,0507-1369-8521,미제공,미제공,0.0,139,33.3891656364907,126.797170956826
제이라움펜션,펜션,제주 서귀포시 대정읍 노을해안로 420,무릉리 3876,064-792-1240,http://www.jraum.com/,미제공,4.55,589,33.2566983191159,126.190401596269
제주소요,펜션,제주 서귀포시 남원읍 태위로 13,위미리 4149-3,010-8873-7692,https://www.instagram.com/@jejusoyo,입실 16:00 퇴실 11:00,4.95,343,33.272309368852,126.649383896727
보물섬,펜션,제주 서귀포시 성산읍 한도로242번길 10-11 보물섬펜션,성산리 252-1,064-784-0039,https://bomulseompension.modoo.at,입실 15:00 퇴실 11:00,4.06,231,33.4663527478009,126.931513407363
오라스테이,펜션,제주 제주시 무근성길 44,삼도이동 1088-1,0507-1359-9788,http://orastay.kr/,미제공,4.34,159,33.5142565577759,126.519954615376
백패커스빌라,펜션,제주 제주시 한경면 용수3길 21-1,용수리 4245-1,010-4585-0905,https://site.onda.me/123060,입실 16:00 퇴실 11:00,4.26,170,33.3237483755788,126.167289536248
Oh 세화,펜션,제주 제주시 구좌읍 세송로 8-11,세화리 887,064-782-0146,https://www.instagram.com/oh_sewha/,입실 16:00 퇴실 11:00,4.75,421,33.5169521131937,126.859488560113
유니콘,펜션,제주 서귀포시 안덕면 사계남로153번길 16,사계리 2082-1,0507-1383-3439,https://site.onda.me/136664,미제공,0.0,31,33.2300432635756,126.305848918315
라르고,펜션,제주 제주시 구좌읍 월정7길 18 라르고펜션,월정리 96-14,010-2754-5736,미제공,입실 16:00 퇴실 10:30,0.0,130,33.5525934707374,126.798188013474
몬떼뷰 스테이,펜션,제주 서귀포시 안덕면 사계남로 75-9,사계리 2277-2,0507-1315-4317,https://www.instagram.com/monteview.stay,입실 16:00 퇴실 11:00,4.96,344,33.2280256790235,126.298832823966
서귀포감성숙소 제주독채펜션 바다점,펜션,제주 서귀포시 성산읍 일주동로 5177-20,신산리 1177-3,0507-1352-7647,미제공,입실 16:00 퇴실 11:00,0.0,125,33.3739488153407,126.873406121034
비자림 힐링펜션,펜션,제주 제주시 구좌읍 다랑쉬북로 68-35,세화리 3232-2,010-3577-8452,미제공,입실 16:00 퇴실 11:00,4.88,200,33.4892640600727,126.813852996593
제주스마일,펜션,제주 서귀포시 염돈로 95,강정동 3380-5,010-3078-3380,https://jejusmile3380.modoo.at,미제공,0.0,1,33.2572480882842,126.491526465005
투애월펜션,펜션,제주 제주시 애월읍 애월로1길 14 투애월펜션,애월리 2494-6,010-3694-5673,미제공,입실 15:00 퇴실 11:00,4.85,95,33.4625562949641,126.311025745235
제주독채펜션 돌집감성숙소 돌담점,펜션,제주 제주시 구좌읍 하도동길 6-9,하도리 1609-2,010-8070-2714,https://blog.naver.com/jeju_v,입실 16:00 퇴실 11:00,4.87,133,33.5220050032007,126.88448805518
무아별장,펜션,제주 제주시 구좌읍 하종로 144,종달리 3454-6,0507-1391-0349,http://무아펜션.kr,입실 15:00 퇴실 10:00,0.0,25,33.4976821349583,126.878197103182
제주베아툼스파앤풀빌라,펜션,제주 제주시 구좌읍 해맞이해안로 2486-21 제주베아툼,종달리 659,미제공,http://www.jejubeatum.co.kr,입실 16:00 퇴실 11:00,0.0,29,33.485635964574,126.900617515859
제주베아툼스파앤풀빌라,펜션,제주 제주시 구좌읍 해맞이해안로 2486-21 제주베아툼,종달리 659,미제공,http://www.jejubeatum.co.kr,입실 16:00 퇴실 11:00,0.0,29,33.485635964574,126.900617515859
제주 올리브 스파앤풀빌라,펜션,제주 제주시 구좌읍 해맞이해안로 2486-21,종달리 659,0507-1322-3544,https://jejuolive.modoo.at/,입실 15:00 퇴실 11:00,4.94,223,33.485635964574,126.900617515859
제주 올리브 스파앤풀빌라,펜션,제주 제주시 구좌읍 해맞이해안로 2486-21,종달리 659,0507-1322-3544,https://jejuolive.modoo.at/,입실 15:00 퇴실 11:00,4.94,223,33.485635964574,126.900617515859
가온재 애월 풀빌라 펜션,펜션,제주 제주시 애월읍 고내봉서1길 80,애월리 105-3,0507-1385-9693,https://www.instagram.com/gaonjae.aewol,입실 16:00 퇴실 11:00,0.0,108,33.4537355738389,126.32864816707
월령코지,펜션,제주 제주시 한림읍 월령3길 39-22,월령리 344,064-796-7138,https://jejudocozy.modoo.at,입실 15:00 퇴실 11:00,4.47,191,33.3805107383688,126.215391773293
오형제 풀빌라독채펜션,펜션,제주 제주시 한경면 신한로 183-28,두모리 540,0507-1374-0855,http://www.ohyungjae.com/,입실 16:00 퇴실 11:00,4.8,241,33.3399107547179,126.197432640541
제주도독채펜션 돌담감성숙소 밭담점,펜션,제주 제주시 구좌읍 하도3길 13,하도리 2241-4,010-8070-2714,https://blog.naver.com/jeju_v,입실 16:00 퇴실 11:00,4.42,303,33.5193267637552,126.878514238982
제주 클레르드륀,펜션,제주 제주시 애월읍 고내로11길 14 제주클레르드륀펜션,고내리 565-1,064-744-3704,https://blog.naver.com/bwlee0526,입실 16:00 퇴실 11:00,4.82,542,33.4660177288891,126.340257929284
해뜨는집,펜션,제주 서귀포시 성산읍 한도로 137,오조리 3-14,064-784-8812,http://www.sunrisinghouse.co.kr/,입실 15:00 퇴실 11:00,4.54,646,33.4691316097732,126.922646231109
리틀램스테이 휴양펜션,펜션,제주 서귀포시 남원읍 태위로894번길 36,태흥리 1095-2,010-3538-5619,미제공,입실 16:00 퇴실 11:00,0.0,43,33.2819490557018,126.741452122265
여유를담다 동쪽 구좌읍 숙소 세화 월정리 함덕 코난비치,펜션,제주 제주시 구좌읍 평대7길 20-1 2층 3층,평대리 579-8,0507-1423-2790,https://www.instagram.com/stay_damda_jeju,입실 16:00 퇴실 11:00,0.0,137,33.5300299746996,126.843810708037
케이글램핑 애월,펜션,제주 제주시 애월읍 소길남길 120 소길리 995-2번지,소길리 995-2,010-7613-6127,https://kglamping.com,입실 15:00 퇴실 11:00,0.0,117,33.4241051021802,126.376634378449
성산파라다이스힐,펜션,제주 서귀포시 성산읍 일주동로4120번길 103,오조리 1666-1,0507-1329-3665,http://www.sungsanparadisehill.co.kr,입실 15:00 퇴실 11:00,4.05,153,33.4555588905221,126.902476192111
수필하우스,펜션,제주 제주시 구좌읍 종달논길 50-1,종달리 820,0507-1312-8550,http://www.soofeelhouse.com/,입실 16:00 퇴실 11:00,0.0,196,33.4928934551221,126.899521204616
호즈,펜션,제주 제주시 구좌읍 세화남길 18 1동,세화리 873-6,0507-1355-0703,https://blog.naver.com/hawes_jeju,입실 16:00 퇴실 11:00,0.0,34,33.5180217546318,126.85734320625
펜션머물다,펜션,제주 서귀포시 논짓물로48번길 16-6,하예동 341-2,064-739-5937,https://blog.naver.com/freemoon76,입실 16:00 퇴실 11:00,4.83,340,33.2415510019381,126.387476173322
키아오라 리조트 펜션,펜션,제주 서귀포시 성산읍 난고로42번길 3 키아오라 리조트,고성리 1803-1,010-9422-5680,http://kia-ora.co.kr,입실 16:00 퇴실 11:00,4.53,402,33.434273186556,126.904681145484
후하우스풀빌라,펜션,제주 서귀포시 대포동서로72번길 20,대포동 1341-1,0507-1445-8522,미제공,미제공,0.0,550,33.2444299258088,126.439431570295
월영사계,펜션,제주 서귀포시 안덕면 사계로 92,사계리 1560,0507-1347-3192,http://www.waitingforthemoon.kr,미제공,0.0,136,33.2391141574596,126.299496762407
아모제펜션,펜션,제주 서귀포시 최영로 20-1,법환동 169-4,064-739-8825,http://amojejeju.com/,입실 15:00 퇴실 11:00,4.77,335,33.233419611219,126.512724249137
코코스펜션,펜션,제주 제주시 한림읍 협재2길 26,협재리 2523-1,064-796-8262,http://www.jejukokos.com/,입실 15:00 퇴실 11:00,4.51,473,33.3923888276011,126.242444357742
펜션이유,펜션,제주 서귀포시 성산읍 시흥상동로53번길 77-6 1동,시흥리 1437-3,0507-1358-4976,미제공,미제공,0.0,22,33.4724630230762,126.891052559021
김녕고택,펜션,제주 제주시 구좌읍 김녕항3길 9 김녕고택,김녕리 3879,0507-1406-5376,https://jejugotek.modoo.at,입실 16:00 퇴실 11:00,4.97,275,33.5563416037049,126.746873707024
종달리 히든자왈,펜션,제주 제주시 구좌읍 종달로1길 124-6,종달리 565-66,0507-1318-7518,https://www.instagram.com/hiddenjawal,입실 16:00 퇴실 11:00,0.0,140,33.495744492329,126.908093769685
제주비치펜션,펜션,제주 제주시 애월읍 애월해안로 384-12,고내리 328-4,064-799-9910,https://jejubeach1.modoo.at/,입실 15:00 퇴실 11:00,0.0,40,33.4719970459146,126.349366849942
제주라일락,펜션,제주 제주시 구좌읍 계룡길 26-9 제주라일락,한동리 8-2,0507-1494-0429,https://www.instagram.com/jeju_lilac,입실 16:00 퇴실 11:00,0.0,80,33.5389799310694,126.835775105521
비엔토펜션,펜션,제주 제주시 애월읍 금성5길 24,금성리 461-9,0507-1364-5259,http://jejubiento.kr,입실 15:00 퇴실 11:00,0.0,189,33.4468899767708,126.302652930804
협재 그 바다에 머물다,펜션,제주 제주시 한림읍 협재4길 8,협재리 1750-1,064-796-5544,http://jejumorninghouse.com/,입실 15:00 퇴실 11:00,4.85,547,33.3939169137719,126.241157870446
하도리움 제주독채 감성숙소,펜션,제주 제주시 구좌읍 해맞이해안로 1622-1 하도리움,하도리 3073,0507-1344-2195,https://blog.naver.com/hadoleeum,입실 16:00 퇴실 11:00,0.0,107,33.5290128251286,126.876319120938
로비나발리168,펜션,제주 제주시 한림읍 한림해안로 714,귀덕리 3081,010-8841-0168,https://lovinabali168.modoo.at/,미제공,0.0,115,33.4441726632795,126.285340577469
바다위에펜션,펜션,제주 제주시 애월읍 일주서로 7219-1,하귀1리 272,010-2290-4076,http://www.onthesea.kr/,입실 15:00 퇴실 11:00,4.82,437,33.4894096860255,126.418994684037
반디앤로제이,펜션,제주 제주시 조천읍 조함해안로 142-40,조천리 932-1,0507-1350-1128,https://bandinroj.modoo.at,입실 17:00 퇴실 11:00,4.98,373,33.5453886839407,126.641516163891
제주 하이맘 키즈 펜션 골드,펜션,제주 서귀포시 대정읍 노을해안로 638-2,신도리 2453,010-3639-4119,http://jejusunset.com,입실 16:00 퇴실 11:00,4.52,226,33.2708345636206,126.176199211541
드라마2015펜션,펜션,제주 제주시 애월읍 금성5길 42-15 드라마2015펜션,금성리 472-13,064-743-2015,http://www.drama2015.co.kr,입실 16:00 퇴실 11:00,4.46,675,33.4482312292221,126.301605206034
동백바다,펜션,제주 서귀포시 남원읍 태위로360번길 46,위미리 750,010-3757-5702,http://camelliaocean.com,입실 15:00 퇴실 11:00,4.87,213,33.2722346914365,126.683981334603
스테이 협재10길,펜션,제주 제주시 한림읍 협재10길 3,협재리 1506-1,0507-1364-5150,https://stay10.modoo.at/,입실 15:00 퇴실 11:00,4.96,269,33.398665742217,126.246897069589
소소오늘 제주 커플 감성숙소,펜션,제주 제주시 한경면 두모1길 10-20,두모리 2799-2,0507-1398-5790,http://www.instagram.com/soso.oneul.jeju,입실 00:00 퇴실 00:00,0.0,144,33.3513988375993,126.181740143171
멍멍플레이스 펜션,펜션,제주 제주시 애월읍 소길남길 244-5,소길리 952-2,010-5171-4665,https://www.instagram.com/jeju__mmplays,입실 15:00 퇴실 11:00,4.67,415,33.4161008166627,126.379580702251
중문통나무펜션리조트,펜션,제주 서귀포시 중산간서로594번길 7-8,대포동 342-2,0507-1336-8384,https://www.jejulog.com/,입실 14:00 퇴실 11:00,4.59,421,33.2634532387556,126.450881701408
그린비치,펜션,제주 제주시 한림읍 금능길 92 코델그린비치,금능리 1480,064-796-1051,http://www.greenbeach.co.kr/index.html,입실 15:00 퇴실 11:00,4.06,145,33.3889146621847,126.232833929203
호텔홀라인 종달점,펜션,제주 제주시 구좌읍 종달로1길 98 호텔홀라인 종달점,종달리 558-9,0507-1397-0856,https://www.instagram.com/hotelhollain,입실 16:00 퇴실 11:00,0.0,17,33.4949099106493,126.905856790628
곽지길가온펜션,펜션,제주 제주시 애월읍 곽지3길 26,곽지리 1573,010-4214-2530,http://gilgaonps.com/,입실 15:00 퇴실 11:00,0.0,153,33.449348088754,126.305066917585
엔젤풀빌라,펜션,제주 제주시 해안마을13길 30-37 121동,해안동 1328,0507-1337-4088,http://angelpoolvilla.co.kr,입실 16:00 퇴실 11:00,0.0,23,33.4510202001131,126.460676714956
포엠하우스,펜션,제주 제주시 조천읍 조함해안로 476-1,함덕리 1010-2,064-759-0109,http://poemhouse.co.kr/,미제공,4.37,295,33.5431867964932,126.663881586667
스테이인우도,펜션,제주 제주시 우도면 삼양고수물길 53-49,연평리 732,0507-1428-9885,https://stayinudo.creatorlink.net/,입실 03:00 퇴실 11:00,4.96,186,33.5186798799392,126.958642592576
라뷰테제주 스파 펜션,펜션,제주 서귀포시 대정읍 노을해안로 620-2 라뷰테제주 펜션,신도리 2419-7,010-9916-9301,https://jejulabeaute.kr/,미제공,4.8,251,33.269711846283,126.177554261148
