이름,유형,도로명주소,지번주소,전화번호,홈페이지,테마,위도,경도
대정동성모텔,숙박,제주특별자치도 서귀포시 대정읍,,064-794-7079,,숙소,33.2266707415341,126.251812381529
제주애월가족독채 시간여행휴양펜션,펜션,제주특별자치도 제주시 애월읍 엄장로 17-6 제주시간여행휴양펜션,애월읍 구엄리 1054-1,010-4676-4900,http://map.naver.com/v5/entry/place/21840857,숙소,33.4720049389483,126.376155857241
프레임스파빌,펜션,제주특별자치도 제주시 애월읍 애월해안로 907,애월읍 하귀2리 2707-2,064-748-4000,http://framespavill.com/,숙소,33.4848548908049,126.392415655988
제주올레로,펜션,제주특별자치도 제주시 일주서로 7335-1,외도이동 343,064-748-6001,http://www.jejuollero.com/,숙소,33.4934628970765,126.43051904094
조유암펜션,펜션,제주특별자치도 서귀포시 안덕면 난드르로21번길 25,안덕면 창천리 818-2,064-739-1213,http://joyuamjeju.com/,숙소,33.2333515589916,126.367547968673
산방산에머물다,펜션,제주특별자치도 서귀포시 안덕면 사계로114번길 53-5,안덕면 사계리 514-4,1644-9565,http://xn--2j1bz2lkwa.com/,숙소,33.2434022045859,126.304084198775
삼다호스텔,펜션,제주특별자치도 제주시 서해안로 456-6,용담삼동 2383-1,064-745-4456,http://samdahostel.kr/,숙소,33.5181701783961,126.488856891836
해바라기펜션,펜션,제주특별자치도 서귀포시 표선면 일주동로6285번길 13-12,표선면 세화리 1545,064-787-7292,https://jejusunflower.modoo.at/,숙소,33.3056125484614,126.801352250927
리조트 산수휴,펜션,제주특별자치도 제주시 1100로 3049,노형동 242-1,064-743-7111,https://pridge.kr/v2/camping/campinginfo/122836,숙소,33.4583098612271,126.484757359738
달빛바다펜션,펜션,제주특별자치도 제주시 어영길 64-12,용담삼동 1210-5,064-712-0222,http://jejudalbit.com/,숙소,33.5174895794558,126.498453783249
제주아비앙또,펜션,제주특별자치도 서귀포시 성산읍 병문로 130,성산읍 오조리 1611-2,010-8745-1611,https://blog.naver.com/jejuabientot,숙소,33.4579137427278,126.900243207446
해모랏펜션,펜션,제주특별자치도 서귀포시 성산읍 환해장성로 803,성산읍 온평리 1-2,064-733-5212,http://page.yapen.co.kr/26854,숙소,33.4235286558396,126.913550552221
마녀의언덕,펜션,제주특별자치도 서귀포시 예래해안로 203-1,하예동 701-3,010-8276-4496,http://blog.naver.com/jejuwitch,숙소,33.234133661149,126.384268293746
제주 키즈 가족 바닷가하우스 펜션,펜션,제주특별자치도 서귀포시 대정읍 형제해안로 254,대정읍 상모리 73,010-2691-5289,https://seasidekids.kr/,숙소,33.2122197772726,126.292049550598
로맨스파파,펜션,제주특별자치도 제주시 한경면 한경해안로 474-20,한경면 신창리 1371-19,010-8606-3432,https://blog.naver.com/jione0329,숙소,33.3402851041197,126.172147399739
루마인펜션,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2498,구좌읍 종달리 624,1644-9565,http://www.roomine.com/,숙소,33.4842000884119,126.901321655903
제주행복스케치펜션,펜션,제주특별자치도 서귀포시 예래로68번길 44-31,상예동 283,064-738-3720,http://www.happysketch.com/,숙소,33.2587839325161,126.401397988966
별빛두방울펜션,펜션,제주특별자치도 제주시 한림읍 협재10길 33-6,한림읍 협재리 1940-1,010-9595-0187,https://starlightjeju.modoo.at/,숙소,33.3956081026269,126.247983558875
제주혼디펜션,펜션,제주특별자치도 제주시 애월읍 신엄안3길 20,애월읍 신엄리 2654-1,010-3954-5933,http://page.yapen.co.kr/34072,숙소,33.4742788877265,126.364629778973
보름펜션,펜션,제주특별자치도 서귀포시 대정읍 상모와우로 64-8,대정읍 상모리 2143-3,064-794-2702,http://www.boreum.kr/,숙소,33.2229604971036,126.27450806694
바다아리,펜션,제주특별자치도 제주시 한림읍 한림로 361,한림읍 협재리 1731,010-3318-1846,http://badaari.com/,숙소,33.3953974938033,126.242130198062
길리리조트,펜션,제주특별자치도 제주시 한림읍 명재로 100-47 길리리조트,한림읍 협재리 12,010-3016-2019,http://www.giliresort.co.kr/,숙소,33.390669115723,126.260255581883
삼일삼오,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 1542-4,구좌읍 하도리 3135,010-2874-1178,https://blog.naver.com/hado3135,숙소,33.5273951496731,126.868759634223
바다그리기,펜션,제주특별자치도 제주시 한림읍 옹포2길 16,한림읍 협재리 1386,064-796-6840,http://seagreegy.com/1774,숙소,33.3993908343658,126.249984122976
고내1101,펜션,제주특별자치도 제주시 애월읍 애월해안로 246,애월읍 고내리 1101,010-3696-9696,http://gonae.co.kr/,숙소,33.466759350858,126.338409807075
제주다모르,펜션,제주특별자치도 서귀포시 성산읍 오조로 149-33,성산읍 오조리 596,010-2910-0261,http://jejudamour.com/,숙소,33.4645069563733,126.911040782877
하늘타리펜션,펜션,제주특별자치도 제주시 연대마을길 59,외도이동 1991,064-742-7042,https://skytary.modoo.at/,숙소,33.4938779125902,126.424511648208
뉴해안풍경펜션,펜션,제주특별자치도 제주시 신사수2길 8-2,도두이동 1652,010-7251-1119,http://xn--289aj2ifrs0mo76a.com/,숙소,33.5088991166783,126.47477443577
로그밸리펜션,펜션,제주특별자치도 제주시 애월읍 소길남길 190-19,애월읍 소길리 966-1,010-4691-1338,http://www.logjeju.com/,숙소,33.4169396453156,126.375695724678
서우봉펜션,펜션,제주특별자치도 제주시 조천읍 신북로 661,조천읍 북촌리 2109-8,010-6782-6462,http://seowubong.com/,숙소,33.5412964615221,126.679677188598
플라이진하우스,펜션,제주특별자치도 제주시 구좌읍 김녕항1길 22,구좌읍 김녕리 3778,064-782-4569,http://www.flyjin.co.kr/,숙소,33.5571387890189,126.745202127145
소풍이야기펜션,펜션,제주특별자치도 제주시 애월읍 애월해안로 832,애월읍 하귀2리 2842-7,064-711-2500,https://blog.naver.com/picnicjeju,숙소,33.4886181872627,126.387121279602
제주해조대,펜션,제주특별자치도 제주시 한림읍 한림로 339,한림읍 협재리 2446-3,064-796-8048,https://haejodae.modoo.at/,숙소,33.393887383545,126.240472070734
예뜰,펜션,제주특별자치도 서귀포시 남원읍 하례로 379,남원읍 하례리 987-3,010-4728-8179,http://xn--ig2bm5z.com/,숙소,33.2806811351192,126.621837721122
우도다올펜션,펜션,제주특별자치도 제주시 우도면 우도해안길 288,우도면 연평리 2481,064-784-8802,http://xn--2j1bpq393aive1sal43d.com/,숙소,33.5048050130407,126.942552750064
브릭216,펜션,제주특별자치도 서귀포시 이어도로 216,대포동 2229-1,,,숙소,33.2408476287894,126.443435325146
노인과바다펜션,펜션,제주특별자치도 서귀포시 남원읍 남태해안로 11-12,남원읍 남원리 1398-6,064-764-9966,https://pridge.kr/v2/camping/campinginfo/104394,숙소,33.275049003263,126.709968833416
한담풍경하우스,펜션,제주특별자치도 제주시 애월읍 애월로 6,애월읍 애월리 2457-1,064-799-9881,https://blog.naver.com/soyoung864,숙소,33.4592977986301,126.311352052723
포엠하우스,펜션,제주특별자치도 제주시 조천읍 조함해안로 476-1,조천읍 함덕리 1010-2,010-9388-0844,https://poemhouse.co.kr/,숙소,33.5431906274128,126.663864667759
중문통나무펜션&리조트,펜션,제주특별자치도 서귀포시 중산간서로594번길 7-8,대포동 342-2,064-738-8383,http://www.jejulog.com/,숙소,33.2635086726646,126.450980199576
춘자네펜션,펜션,제주특별자치도 서귀포시 안덕면 서광동로 77,안덕면 동광리 1238-1,010-4255-6470,http://xn--950b583blie.com/,숙소,33.2929691441035,126.330500195633
함덕서우재,펜션,제주특별자치도 제주시 조천읍 평사길 19,조천읍 함덕리 206-1,010-5095-0990,http://www.xn--bn1b84xoke22ag37b.com/,숙소,33.5438029762681,126.673976069445
블루마운틴리조트,펜션,제주특별자치도 서귀포시 성산읍 중산간동로 4255,성산읍 삼달리 1510-1,064-782-9100,http://resortbluemountain.com/,숙소,33.3800800569409,126.837303644472
레지나펜션,펜션,제주특별자치도 서귀포시 이어도로 789,강정동 925-2,064-730-0800,http://rejinapension.com/,숙소,33.2369667292821,126.499489474764
지금여기에,펜션,제주특별자치도 제주시 한림읍 금능길 79,한림읍 금능리 1420,064-742-8687,http://www.jejunow.kr/,숙소,33.3892476415476,126.231380508011
CS빌리지,펜션,제주특별자치도 제주시 애월읍 애월해안로 532-7,애월읍 신엄리 2758,064-799-8259,http://csvillage.co.kr/,숙소,33.4784400162288,126.36029053661
비에노즈,펜션,제주특별자치도 제주시 한림읍 한림해안로 674,한림읍 귀덕리 3114-3,010-7431-0179,http://vienoz.co.kr/,숙소,33.4424598079891,126.284226506191
푸르미르,펜션,제주특별자치도 서귀포시 성산읍 한도로 207,성산읍 성산리 368,064-784-1472,https://jejuspurmer.modoo.at/,숙소,33.4682409772636,126.9298825578
바다마루펜션,펜션,제주특별자치도 서귀포시 표선면 표선백사로60번길 70,표선면 표선리 1159-1,064-787-1200,http://jejubadamaru.com/,숙소,33.3166577297888,126.837481058529
해와돌바라기펜션,펜션,제주특별자치도 서귀포시 쇠소깍로 209,하효동 1068,064-767-8811,http://jejubaraki.com/,숙소,33.2524828169276,126.61717991257
젠틀리조트,펜션,제주특별자치도 제주시 한경면 일주서로 4010-2,한경면 용수리 2299,064-772-7913,https://www.hotelsouthkorea.com/gentle-resort/,숙소,33.3238170853498,126.180605002488
몽돌리조트,펜션,제주특별자치도 제주시 주르레길 23,노형동 289-37,010-2937-2974,https://pridge.kr/v2/camping/campinginfo/121071,숙소,33.4495985008049,126.484009869966
북촌플레이스,펜션,제주특별자치도 제주시 조천읍 일주동로 1437,조천읍 북촌리 1602-8,064-782-1785,http://bookchonplace.com/,숙소,33.545512488102,126.68833258812
투데이제주펜션,펜션,제주특별자치도 서귀포시 예래로 267-2,하예동 351-2,064-739-5704,https://www.jeju-today.com/,숙소,33.2421083765248,126.38588386193
고스트하우스,펜션,제주특별자치도 제주시 애월읍 부룡수길 35-12,애월읍 신엄리 2880-3,064-748-4245,http://ghosthouse.co.kr/,숙소,33.4758651706932,126.356770161417
바다그린펜션,펜션,제주특별자치도 제주시 용마서1길 23,용담삼동 998,010-4745-3636,http://seagreenhouse.kr/,숙소,33.5157862438443,126.504804573323
뷰티플하우스,펜션,제주특별자치도 서귀포시 이어도로253번길 2,대포동 1266,064-738-7407,http://jejubeautiful.co.kr/,숙소,33.2437134327663,126.446666188528
뷰티플하우스,펜션,제주특별자치도 서귀포시 이어도로253번길 2,대포동 1266,064-738-7407,http://jejubeautiful.co.kr/,숙소,33.2437134327663,126.446666188528
뷰티플리조트,펜션,제주특별자치도 서귀포시 이어도로253번길 2,대포동 1266-1,1833-9306,https://pridge.kr/v2/camping/campinginfo/59795,숙소,33.2437134327663,126.446666188528
뷰티플리조트,펜션,제주특별자치도 서귀포시 이어도로253번길 2,대포동 1266-1,1833-9306,https://pridge.kr/v2/camping/campinginfo/59795,숙소,33.2437134327663,126.446666188528
엘로망,펜션,제주특별자치도 제주시 애월읍 가문동상2길 29-1,애월읍 하귀2리 2720-1,064-799-7997,http://elroman.modoo.at/,숙소,33.4851607905864,126.390907824945
후하우스풀빌라,펜션,제주특별자치도 서귀포시 대포동서로72번길 20,대포동 1341-1,064-738-8522,http://www.hoohouse.kr/,숙소,33.2444566207443,126.439193086083
애월바다향기펜션,펜션,제주특별자치도 제주시 애월읍 일주서로 6847,애월읍 구엄리 86-4,010-6224-5804,,숙소,33.4765653356058,126.382744496214
바당정원,펜션,제주특별자치도 제주시 한경면 판조로 23,한경면 판포리 1790,010-7607-3026,http://www.xn--hq1bc935h4rg95acyk9pp.kr/,숙소,33.3660987500611,126.206823089127
늘바다통나무펜션,펜션,제주특별자치도 서귀포시 안덕면 대평로 38,안덕면 창천리 901-6,010-9061-3169,http://www.oceanlogps.kr/,숙소,33.2372431567244,126.363610165584
멀왓스테이,펜션,제주특별자치도 제주시 한림읍 중산간서로 5102,한림읍 귀덕리 168-3,010-3328-8308,http://www.meolwat-stay.kr/,숙소,33.4187744960131,126.29804774413
비양펜션,펜션,제주특별자치도 제주시 한림읍 옹포3길 25-2,한림읍 옹포리 489,010-6226-5736,http://www.staybien.com/,숙소,33.4051778204662,126.251964348531
산방산에펜션,펜션,제주특별자치도 서귀포시 안덕면 사계북로41번길 151,안덕면 사계리 1125,064-794-3100,http://www.sanbangsane.co.kr/,숙소,33.2463449301671,126.297100236904
스테이산타루치아,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 586,구좌읍 행원리 584-4,010-7274-0357,http://staysantalucia.com/,숙소,33.5563457121236,126.807173875774
틴더타운,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 518-1,구좌읍 행원리 1516,064-783-0605,http://www.tinthetown.com/,숙소,33.5568844969583,126.801858660392
제주파도소리펜션,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 1950,구좌읍 하도리 43-1,010-4578-3441,https://padosoripension.modoo.at/,숙소,33.5149488995041,126.900381767272
풀스테이 바르,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 1248,구좌읍 평대리 515-10,010-8285-0854,http://www.fullstay.co.kr/jeju/baar/index.html,숙소,33.5322577753647,126.846511566992
스파벨리스펜션,펜션,제주특별자치도 제주시 조천읍 종인내길 135,조천읍 와흘리 2160-1,064-758-0029,http://www.spabellis.com/,숙소,33.4948189697637,126.623044608437
성산파라다이스힐,펜션,제주특별자치도 서귀포시 성산읍 일주동로4120번길 103,성산읍 오조리 1666-1,064-784-0002,http://www.sungsanparadisehill.co.kr/,숙소,33.4556071258743,126.90247517006
로비나발리168,펜션,제주특별자치도 제주시 한림읍 한림해안로 714,한림읍 귀덕리 3081,010-8841-0168,http://jejulovinabali.co.kr/,숙소,33.4441409586948,126.285314704221
마가렛펜션,펜션,제주특별자치도 서귀포시 예래로68번길 11-16,상예동 506,1644-9565,http://margaret-pension.com/,숙소,33.2561837209328,126.397862224468
루나마르,펜션,제주특별자치도 제주시 구좌읍 월정1길 36,구좌읍 월정리 346-3,064-784-3815,http://lunamar.kr/,숙소,33.5545122485095,126.791659098988
포에마,펜션,제주특별자치도 제주시 한림읍 명월로 13,한림읍 명월리 1867-1,064-796-4102,https://poema.modoo.at/,숙소,33.3917305260351,126.264725577886
두리안펜션,펜션,제주특별자치도 서귀포시 남원읍 태위로 551-3,남원읍 남원리 2355-2,064-901-1239,http://www.durianjeju.kr/,숙소,33.2758867403131,126.705723013934
