이름,유형,도로명주소,지번주소,전화번호,영업시간,별점,리뷰,메뉴이름,메뉴가격,위도,경도,테마
짱구분식,종합분식,제주 서귀포시 중동로48번길 3,서귀동 254-2,064-762-6389,"월,화,수,금,토,일 16:00 ~ 17:00",4.4,1741.0,"['튀김떡볶이', '모닥치기(소)', '모닥치기(대)', '라면', '김밥', '튀김만두', '떡 추가']","['5,000원', '12,000원', '15,000원', '4,000원', '2,000원', '3,000원', '3,000원']",33.2501736640638,126.567145412449,맛집
애월은혜전복,전복요리,제주 제주시 애월읍 애월로1길 24-3 1층,,064-799-9060,매일 10:00 ~ 20:00,4.48,5891.0,"['전복물회', '전복돌솥밥', '전복뚝배기', '전복죽', '전복해물라면', '성게 전복 물회', '전복구이', '전복찜']","['17,000원', '17,000원', '17,000원', '15,000원', '12,000원', '20,000원', '25,000원', '25,000원']",33.4629876063731,126.310165341377,맛집
산방산 흑돼지,"육류,고기요리",제주 서귀포시 안덕면 사계로114번길 54-93,사계리 230,064-792-7878,매일 11:00 ~ 21:00,4.77,0.0,"['데판야끼 제주흑돼지모듬한판-2인', '데판야끼 제주흑돼지모듬한판-4인', '짚불흑돼지 바베큐(1인)']","['50,000원', '100,000원', '20,000원']",33.235869042269,126.308630371956,맛집
명랑스낵,종합분식,제주 제주시 한림읍 한림로 585,한림리 1479-4,0507-1344-4548,매일 11:30 ~ 18:00,0.0,,,,33.4092985445972,126.258772321923,맛집
상상 함덕점,이자카야,제주 제주시 조천읍 신북로 487 상상 함덕점,함덕리 1016,0507-1397-3622,화~일 17:00 ~ 23:00,4.78,942.0,"['제주 고등어 봉초밥', '후토마끼', '딱새우 크림 고로케', '까망베르 치즈 튀김', '흑돼지 스키야끼', '모츠나베', '숙성회1인', '모듬숙성회']","['변동', '변동', '변동', '변동', '변동', '변동', '변동', '변동']",33.5432304162268,126.662251627143,맛집
제주갈치맛집 영목이네 표선점,"해물,생선요리",제주 서귀포시 표선면 일주동로6455번길 21 1층,토산리 423-3,0507-1301-0828,매일 10:00 ~ 21:00,0.0,0.0,"['영목이네 해물 통갈치조림 - 1-2인', '영목이네 통갈치 구이 - 1-2인', '영목이네 해물 통갈치조림 - 3-4인', '영목이네 통갈치 구이 - 3-4인', '영목이네 통갈치요리 세트(1-2인)', '영목이네 통갈치요리 세트(3-4인)', '영목이네 통갈치요리 세트(5-6인)']","['128,000원', '83,000원', '163,000원', '123,000원', '204,000원', '251,000원', '278,000원']",33.3065070988307,126.783718549203,맛집
함덕골목,한식,제주 제주시 조천읍 조천북6길 62,조천리 1209-13,0507-1390-5512,"월,화,수,금,토,일 07:00 ~ 13:30",4.56,2753.0,"['해장국', '내장탕']","['11,000원', '11,000원']",33.5393574441934,126.641158316654,맛집
스카이 온 파이브 다이닝,뷔페,제주 서귀포시 안덕면 신화역사로304번길 38 메리어트관 제주신화월드 호텔앤리조트 5층,서광리 산24,064-908-1200,"매일 07:00 ~ 21:30
휴게시간 14:30 ~ 18:00
휴게시간 11:00 ~ 12:00",0.0,,,,33.3049726791712,126.31635202613,맛집
돈사돈 제주월정리점,돼지고기구이,제주 제주시 구좌읍 한동북1길 29-3,한동리 1437-1,064-784-9289,매일 13:00 ~ 22:00,0.0,1760.0,"['흑돼지 근고기 (600g)', '흑돼지 근고기 (800g)', '김치찌개']","['66,000원', '88,000원', '8,000원']",33.5413713071638,126.827148671291,맛집
부촌,"해물,생선요리",제주 서귀포시 성산읍 동류암로 33,고성리 2747-7,064-784-0149,"월,화,수,금,토,일 10:30 ~ 21:00 · 휴게시간 월,화,수,금,토,일 15:30 ~ 17:00",4.41,,,,33.4489782448909,126.917012516813,맛집
정가네밥상 제주스마트팜,한정식,제주 제주시 아란서길 110,아라일동 2082-1,0507-1397-7500,매일 11:00 ~ 22:00 · 휴게시간 15:00 ~ 16:00,4.4,0.0,"['보리굴비밥상', '영광법성포 보리굴비(포장 5마리)', '흑돼지불고기밥상', '철판쭈꾸미볶음밥상', '코다리찜밥상', 'A 세트 2人 (직화 불고기밥상+보리굴비)', 'B 세트 2人( 흑돼지 불고기밥상+보리굴비)', 'C 세트 2人(쭈꾸미 볶음밥상+ 보리굴비)', 'D 세트 2人(코다리 밥상+보리굴비)']","['30,000원', '100,000원', '22,000원', '22,000원', '22,000원', '70,000원', '58,000원', '58,000원', '58,000원']",33.4687254010892,126.539956497336,맛집
하하호호,햄버거,제주 제주시 우도면 우도해안길 532 하하호호,연평리 859,0507-1344-1365,매일 10:30 ~ 16:30,4.46,5703.0,"['구좌마늘 흑돼지버거', '우도땅콩 흑돼지버거', '매콤 흑돼지버거', '새우 버거', '제주마늘젤라또', '우도땅콩쉐이크', '감자튀김', '우도땅콩젤라또', '제주마늘젤라또', '제주청귤에이드', '한라봉레몬에이드', '아메리카노(HOT/ICE)', '아메리카노(HOT/ICE)', '카페라떼(HOT/ICE)', '바닐라라떼(HOT/ICE)']","['11,000원', '11,000원', '11,000원', '12,000원', '8,000원', '8,000원', '5,000원', '5,500원', '5,500원', '6,500원', '6,500원', '6,000원', '6,000원', '6,500원', '6,500원']",33.5208920600193,126.948561908952,맛집
도민상회 월정리 해수욕장점,"육류,고기요리",제주 제주시 구좌읍 행원로1길 32-3 도민상회 월정리점 - 월정리해수욕장 오션뷰 맛집,행원리 1537-20,0507-1429-3407,매일 11:00 ~ 23:00,4.52,,,,33.555023549466,126.800252057654,맛집
미친부엌 제주본점,이자카야,"제주 제주시 탑동로 15 1, 2층",삼도이동 1192-28,0507-1328-6382,화~일 17:30 ~ 24:00,4.48,0.0,[],[],33.5170248751898,126.523031926234,맛집
돈도칸 연동흑돼지,돼지고기구이,제주 제주시 신대로20길 56 1층 돈도칸 연동흑돼지,연동 275-1 1층 돈도칸 흑돼지,0507-1338-5392,매일 12:00 ~ 23:00,0.0,,,,33.4839249723536,126.49040694261,맛집
제주할망밥상,"백반,가정식",제주 서귀포시 안덕면 화순해안로 89,화순리 776-6,064-794-3455,매일 09:00 ~ 20:00,4.69,0.0,['할망밥상그날정식(모듬생선구이)1인'],"['15,000원']",33.2400420030732,126.335716162007,맛집
중문통갈치조림구이 기원은갈치,"해물,생선요리",제주 서귀포시 색달중앙로 22 기원은갈치,색달동 2277-3,0507-1397-7758,매일 10:00 ~ 21:30,4.71,,,,33.2574128353874,126.413831829579,맛집
성산봄죽칼국수 성산점,"칼국수,만두",제주 서귀포시 성산읍 해맞이해안로 2725,오조리 391,0507-1337-7075,월~토 07:00 ~ 20:00,4.59,4852.0,"['보말2인세트(할인)(아침식사 가능)', '보말칼국수(아침식사 가능)', '깡전복칼국수(아침식사 가능)', '보말죽(아침식사 가능)', '유채전복죽(아침식사 가능)', '향당근잎한치전', '유채흑돼지비빔칼국수', '유채흑돼지덮밥', '얼큰새우칼국수', '일반2인세트(할인)']","['34,000원', '12,000원', '12,000원', '10,000원', '10,000원', '15,000원', '12,000원', '12,000원', '12,000원', '34,000원']",33.471687158298,126.917112444705,맛집
벵디 구좌 월정리세화점,한식,제주 제주시 구좌읍 해맞이해안로 1108,평대리 2031-2,0507-1393-7842,매일 10:00 ~ 19:00,4.5,0.0,"['돌문어덮밥', '뿔소라톳덮밥', '벵디돈가스', '돌문어물회', '흑돼지덮밥', '전복죽', '치즈돈가스', '등심돈가스']","['18,000원', '16,000원', '25,000원', '15,000원', '15,000원', '15,000원', '16,000원', '15,000원']",33.537736582802,126.837174492841,맛집
흑돼지황칠족발,"족발,보쌈",제주 서귀포시 대정읍 최남단해안로 20,하모리 2126-2,0507-1480-5882,매일 12:00 ~ 23:30,4.71,2423.0,"['흑돼지족발 시그니처4인', '가족스페셜(족발보쌈매운족발)', '불족보스페셜(족발,보쌈,매운족발)', '커플스페샬(족발,보쌈,불족)', '[점심특선] 막국수+떡갈비', '[점심특선] 물냉면+떡갈비', '[점심특선] 비빔냉면+떡갈비', '[점심특선] 회냉면+떡갈비', '흑돼지 떡갈비& 보쌈', '족발+보쌈(특)', '족발+불족(특)', '흑돼지냉채족발(대)', '흑돼지냉채족발(중)', '흑돼지족발(앞발) 특', '흑돼지족발(앞발)대']","['100,000원', '80,000원', '59,000원', '39,000원', '9,000원', '10,000원', '10,000원', '12,000원', '25,000원', '58,000원', '58,000원', '55,000원', '45,000원', '53,000원', '48,000원']",33.2187935640092,126.251924273704,맛집
함덕다퍼주는횟집,생선회,제주 제주시 조천읍 함와로 22 1층 함덕다퍼주는횟집,함덕리 4149-4,0507-1341-4470,"월,화,목,금,토,일 16:00 ~ 24:00",4.68,1277.0,"['모듬회(대)', '모듬회(중)', '모듬회(소)', '한치회(대)', '한치회(중)', '딱새우회(대)', '딱새우회(소)', '특대방어(대)', '특대방어(중)', '특대방어(소)', '방어.부시리(대)', '방어.부시리(중)', '방어.부시리(소)']","['73,000원', '57,000원', '40,000원', '80,000원', '60,000원', '45,000원', '30,000원', '95,000원', '75,000원', '55,000원', '70,000원', '55,000원', '40,000원']",33.5380909371215,126.674422137877,맛집
해저 제주한림협재흑돼지,돼지고기구이,제주 제주시 한림읍 한림해안로 582 해저 제주한림협재흑돼지,귀덕리 4169-3,0507-1312-6244,매일 11:00 ~ 22:00,0.0,2040.0,"['초숙성 목살', '드라이에이징 삼겹살', '숙성 근고기 모둠', '딱새우회', '드라이에이징 갈매기살', '깍둑네모살', '흑돼지 어깨살', '흑돼지 배받이살', '흑돼지 김치찌개', '재래식 된장찌개', '물냉면', '비빔냉면', '우니비빔밥']","['25,000원', '18,000원', '69,000원', '17,000원', '22,000원', '22,000원', '36,000원', '36,000원', '6,000원', '8,000원', '8,000원', '8,000원', '17,000원']",33.4403291628533,126.276517080432,맛집
국시트멍 제주고기국수,국수,제주 제주시 진군길 31-3,노형동 738-7,064-725-7004,월~금 08:00 ~ 16:00,4.46,,,,33.4793668496048,126.481336527547,맛집
중문큰집어멍,한식,제주 서귀포시 중문관광로 336 큰집어멍,대포동 747-2,0507-1363-8299,매일 09:00 ~ 22:00,0.0,0.0,"['⭐활전복해물탕', '⭐은갈치구이한마리 정식', '⭐문어은갈치조림정식', '⭐전복장 영양솥밥', '문어은갈치조림', '제주성게미역국(1인)', '옥돔구이(수입산)', '고등어구이(노르웨이산)', '전복구이(국내산)', '전복회', '가마솥밥']","['50,000~80,000', '80,000~145,000', '75,000~140,000', '18,000원', '50,000~80,000', '18,000원', '25,000원', '17,000원', '30,000원', '30,000원', '2,000원']",33.2500191022457,126.431449482905,맛집
광어다 표선 본점,"해물,생선요리",제주 서귀포시 표선면 민속해안로 73 광해수산2층,세화리 181,064-787-8838,"월,화,수,금,토,일 10:30 ~ 20:00",4.67,3230.0,"['광어탕수어', '광어회국수', '광어회덮밥', '광어물회', '광어미역국', '광어초밥', '광어회 한접시']","['25,000원', '12,000원', '12,000원', '12,000원', '12,000원', '12,000원', '25,000원']",33.304490134299,126.80837361041,맛집
제주고사리해장국 중문본점,한정식,제주 서귀포시 중문관광로301번길 3 103호,대포동 2612,064-738-7901,매일 08:30 ~ 16:00,0.0,,,,33.2470409489426,126.429244368819,맛집
홍성방,중식당,제주 서귀포시 대정읍 하모항구로 76,하모리 938-4,064-794-9555,"월,화,수,금,토,일 11:00 ~ 21:00",4.5,2383.0,"['빨간해물짬뽕', '고기짬뽕', '해물짜장면', '사천해물짜장면', '짜장면', '1인탕수육+빨간해물짬뽕(1인분)', '1인탕수육+고기짬뽕(1인분)', '1인탕수육+해물짜장면(1인분)', '1인탕수육+사천해물짜장면(1인분)', '1인탕수육+새우볶음밥(1인분)', '탕수육 2인 + 빨간해물짬뽕 + 해물짜장면(2~3인분)', '탕수육 2인 + 빨간해물짬뽕 + 사천해물짜장면(2~3인분)', '탕수육 2인 + 빨간해물짱뽕 + 짜장면(2~3인분)', '탕수육 2인 + 고기짬뽕 + 해물짜장면(2~3인분)', '탕수육 2인 + 고기짬뽕 + 사천해물짜장면(2~3인분)', '만두8개+빨간해물짬뽕(1~2인분)', '만두8개+해물짜장면(1~2인분)', '만두8개+고기짬뽕(1~2인)', '만두8개+사천해물짜장면(1~2인분)', '만두8개+해물짜장밥(1~2인분)', '탕수육3인+ 칠리새우 3인+뺄간해물짬뽕+해물짜장면(4인분)', '탕수육3인+ 크림새우 3인+뺄간해물짬뽕+해물짜장면(4인분)', '탕수육3인+ 깐풍새우 3인+뺄간해물짬뽕+해물짜장면(4인분)', '탕수육3인+ 칠리새우 3인+고기짬뽕+해물짜장면(4인분)', '탕수육3인+ 크림새우 3인+고기짬뽕+해물짜장면(4인분)', '오향장육(2인분)', '깐풍꽃게(2~3인분)', '칠리꽃게(2~3인분)', '탕수육(2인)', '탕수육(3인)', '깐풍기(2인)', '깐풍기(3인)', '수제튀김만두', '칠리새우(2인)', '칠리새우(3인)', '깐풍새우(2인)', '깐풍새우(3인)', '크림새우(2인)', '새우볶음밥', '볶음밥', '잡탕밥', '빨간해물짬뽕밥', '고기짬뽕밥', '중국식 생선요리', '양장피', '팔보채', '유산슬', '전복 새우 냉채(2인)', '펩시콜라', '칠성사이다']","['12,000원', '10,000원', '9,000원', '9,000원', '7,000원', '21,000원', '19,000원', '18,000원', '18,000원', '19,000원', '38,000원', '37,000원', '35,000원', '35,000원', '35,000원', '18,000원', '15,000원', '16,000원', '15,000원', '16,000원', '72,000원', '76,000원', '72,000원', '70,000원', '70,000원', '28,000원', '30,000원', '30,000원', '18,000원', '26,000원', '19,000원', '27,000원', '7,000원', '20,000원', '29,000원', '20,000원', '29,000원', '20,000원', '10,000원', '8,000원', '15,000원', '12,000원', '10,000원', '35,000원', '35,000원', '35,000원', '35,000원', '25,000원', '2,000원', '2,000원']",33.2201380344994,126.251711594956,맛집
태광식당,한식,제주 제주시 탑동로 142,용담1동 118,064-751-1071,매일 10:30 ~ 22:00,4.35,,,,33.5126645448908,126.51868044946,맛집
제주 판타스틱버거,햄버거,제주 서귀포시 표선면 토산중앙로15번길 6,토산리 448-11,0507-1339-6990,매일 10:00 ~ 18:30,4.55,0.0,"['베이직버거', '화이트킹버거', '커리크림버거', '베이직포테이토', '스위트파마산 포테이토', '인디언 커리크림 포테이토', '커플세트(2인)', '패밀리세트(3~4인)', '밀크쉐이크', '코카콜라 355ml', '스프라이트 355ml', '제로콜라 355ml']","['10,800원', '13,500원', '14,500원', '5,000원', '7,500원', '7,500원', '42,700원', '52,400원', '7,000원', '2,500원', '2,500원', '2,500원']",33.3084784860877,126.778989377339,맛집
양가네,한식,제주 서귀포시 안덕면 동광로 112,동광리 996-13,064-792-6200,"월,화,수,금,토,일 06:30 ~ 16:00",0.0,931.0,"['쇠고기국밥', '설렁탕', '돼지고기수육', '돼지고기 왕만두']","['10,000원', '9,000원', '20,000원', '6,000원']",33.3062294556928,126.338951728509,맛집
회춘,한식,제주 제주시 조천읍 신북로 489,함덕리 1015-1,0507-1336-0853,매일 10:00 ~ 21:00 · 휴게시간 매일 15:30 ~ 17:00,4.42,,,,33.5431331573344,126.6625907328,맛집
천돈가 중문본점,"육류,고기요리",제주 서귀포시 일주서로 873,색달동 2353-1,0507-1395-7889,매일 12:30 ~ 22:00,4.77,0.0,"['제주 흑돼지 2인기준', '제주흑돼지 돈마호크 640g', '제주 흑돼지 추가', '제주흑돼지 돈마호크 추가 320g', '흑돼지김치찌개', '한라산계란찜', '열무국수']","['48,000원', '68,000원', '24,000원', '34,000원', '8,000원', '3,000원', '8,000원']",33.258050696729,126.417431263545,맛집
흑돼지삼형제,돼지고기구이,제주 서귀포시 표선면 민속해안로 594,표선리 44-9,0507-1488-4478,매일 09:00 ~ 22:00,4.47,0.0,"['흑돼지모듬(600g)', '흑돼지목살(180g)', '흑돼지오겹살(180g)', '짬뽕순두부', '전복해물뚝배기', '성게미역국']","['65,000원', '20,000원', '20,000원', '9,000원', '15,000원', '13,000원']",33.325450205589,126.842426678468,맛집
제주어물전 성산본점,생선회,제주 서귀포시 성산읍 신고로 42 1층,,0507-1498-8259,매일 13:00 ~ 22:00 · 휴게시간 매일 16:00 ~ 17:00,4.8,3812.0,"['어물전 고갈딱 한판', '어물전 모듬회set', '어물전 한판set', '광어회+해물탕set', '참돔회+해물탕set', '제주은갈치회+해물탕set', '딱새우회', '고등어회', '(포장)딱새우회', '(포장)고등어회', '(포장)제주은갈치회', '해물탕']","['65,000원', '89,000원', '85,000원', '69,000원', '79,000원', '65,000원', '45,000원', '40,000원', '30,000원', '30,000원', '30,000원', '25,000원']",33.4395761255208,126.917256017589,맛집
네거리식당,"해물,생선요리",제주 서귀포시 서문로29번길 20,서귀동 320-9,064-762-5513,매일 07:00 ~ 22:00,4.26,5737.0,"['갈치구이 대(3인)', '갈치구이 소(2인)', '갈치구이 1인분(공기밥별도)', '갈치조림 대(3인)', '갈치조림 중 (2인)', '갈치국', '옥돔무우국', '성게국', '옥돔미역국', '옥돔정식', '옥돔구이(중국산)', '옥돔구이(국내산)', '고등어조림 중(2인)', '고등어조림 대(3인)', '고등어구이(대)']","['80,000원', '55,000원', '30,000원', '65,000원', '55,000원', '16,000원', '16,000원', '16,000원', '16,000원', '16,000원', '25,000원', '35,000원', '35,000원', '45,000원', '15,000원']",33.248515915462,126.559286445208,맛집
