이름,유형,도로명주소,지번주소,전화번호,홈페이지,테마
그린비치펜션,펜션,제주특별자치도 제주시 한림읍 금능길 92,한림읍 금능리 1480,064-796-1051,,숙소
펜션뜨락애,펜션,제주특별자치도 제주시 애월읍 곽지서길 31-10,애월읍 곽지리 2087-3,010-8664-0489,https://m.blog.naver.com/innnbum2,숙소
독채펜션 하이재,펜션,제주특별자치도 서귀포시 성산읍 신풍하동로 13,성산읍 신풍리 816-1,010-3209-1220,https://blog.naver.com/ohpark99,숙소
유명펜션,펜션,제주특별자치도 서귀포시 표선면 일주동로 5756-39,표선면 하천리 202,064-787-3231,http://yumyeong.modoo.at/,숙소
안녕바다야,펜션,제주특별자치도 제주시 애월읍 하귀12길 39,애월읍 하귀1리 1650-1,064-712-0101,http://jeju-hellosea.weebly.com/,숙소
포에타펜션,펜션,제주특별자치도 서귀포시 안덕면 신화역사로 713,안덕면 동광리 5-166,010-7709-0727,https://pridge.kr/v2/camping/campinginfo/105217,숙소
쉴만한물가펜션,펜션,제주특별자치도 제주시 한림읍 월령안길 28,한림읍 월령리 435-3,,http://blog.naver.com/ossjj7749,숙소
쉼표펜션,펜션,"제주특별자치도 제주시 서해안로 504 2,3층",용담삼동 2319-6,010-5640-8950,,숙소
씨사이드뷰펜션,펜션,제주특별자치도 제주시 한경면 한경해안로 190,한경면 용수리 4219,010-9696-8010,http://www.seasideview.co.kr/intro.php,숙소
금오름가는길,펜션,제주특별자치도 제주시 한림읍 한창로 1244-9,한림읍 금악리 1720-1,064-773-7799,https://geumoreum.modoo.at/,숙소
드림인제주,펜션,제주특별자치도 서귀포시 성산읍 서성일로747번길 5-8,성산읍 수산리 2739-11,010-3147-2739,https://dreamjeju.modoo.at/,숙소
마니주펜션,펜션,제주특별자치도 제주시 서해안로 248,도두일동 1688-9,064-711-6141,,숙소
버닝레스트,펜션,제주특별자치도 제주시 애월읍 애월해안로 852,애월읍 하귀2리 2837-7,064-711-6937,https://blog.naver.com/oheunmee6937,숙소
샘모루펜션,펜션,제주특별자치도 서귀포시 염돈로28번길 11,강정동 2011,010-6359-9756,https://saemmoru.modoo.at/,숙소
스테이디앤디풀빌라,펜션,제주특별자치도 서귀포시 대정읍 노을해안로 216-1,대정읍 영락리 1551-8,010-4741-7064,http://www.staydndpoolvilla.co.kr/,숙소
채움키즈풀빌라,펜션,제주특별자치도 서귀포시 대포중앙로 44,대포동 779,064-738-6210,http://cheumkids.modoo.at/,숙소
귤향기펜션,펜션,제주특별자치도 서귀포시 색달로72번길 43,색달동 2258-3,064-738-3515,http://www.jejulove.net/,숙소
휴인애월펜션,펜션,제주특별자치도 제주시 애월읍 곽납로 37,애월읍 곽지리 964,010-4631-0650,http://www.hueinaewol.modoo.at/,숙소
빌라노이제주,펜션,제주특별자치도 서귀포시 안덕면 산방로288번길 48,안덕면 사계리 321,064-792-6448,http://www.villanoi.com/,숙소
파라펜션,펜션,제주특별자치도 제주시 애월읍 애월해안로 748,애월읍 구엄리 514-4,064-748-7008,http://jejupara.com/,숙소
아이비테라스펜션,펜션,제주특별자치도 서귀포시 법환상로 65,법환동 1074-3,1833-9306,http://ivyterrace.kr/,숙소
반하크라펜션,펜션,제주특별자치도 제주시 명림로 61,봉개동 686-8,064-757-2227,http://www.jejubanhada.com/,숙소
스퀘어베이,펜션,제주특별자치도 서귀포시 대정읍 노을해안로 700 스퀘어베이,대정읍 신도리 3084,,https://squarebay.co.kr/,숙소
캐슬풀리조트,펜션,제주특별자치도 제주시 조천읍 일주동로 1579,조천읍 북촌리 382,010-3225-8886,https://pridge.kr/v2/camping/campinginfo/99259,숙소
애월씨앤스타,펜션,제주특별자치도 제주시 애월읍 애월로3길 17,애월읍 애월리 1991-1,064-799-9747,https://www.seanstar.net/,숙소
빌라메르시,펜션,제주특별자치도 서귀포시 안덕면 소기왓로 81-22,안덕면 창천리 971-7,064-738-5566,http://villamerci.com/,숙소
클랭블루스테이,펜션,제주특별자치도 제주시 한경면 용금로 257,한경면 두모리 117-1,010-5401-3722,https://blog.naver.com/kleinbluestay2021,숙소
고래의꿈펜션,펜션,제주특별자치도 서귀포시 성산읍 독자봉로24번길 84,성산읍 신산리 870-1,064-783-0900,https://www.jejuwhale.com/,숙소
제주휴펜션,펜션,제주특별자치도 서귀포시 구산봉로21번길 62,하원동 1378-1,064-900-3336,https://blog.naver.com/jeju_hue,숙소
파크빌리지,펜션,제주특별자치도 제주시 애월읍 상귀서길 82-12,애월읍 상귀리 667-5,064-713-2627,http://www.parkvill.com/,숙소
드렌도트,펜션,제주특별자치도 제주시 애월읍 애원로 246,애월읍 납읍리 1909-3,010-3326-9594,https://instagram.com/draindot.jeju,숙소
러브제주펜션,펜션,제주특별자치도 제주시 조천읍 북촌서길 22,조천읍 북촌리 1419-4,010-5730-3528,https://blog.naver.com/lovecroatia1,숙소
킹스통나무펜션,펜션,제주특별자치도 제주시 애월읍 도치돌길 283,애월읍 납읍리 120,010-5308-2233,http://kingtong.co.kr/,숙소
친환경제주드림펜션,펜션,제주특별자치도 제주시 조천읍 남조로 2674-2,조천읍 대흘리 2163,010-2795-3579,http://blog.naver.com/efjjd,숙소
조이힐하우스 자연치유센터,펜션,제주특별자치도 제주시 애월읍 하소로 503-1,애월읍 장전리 691-1,064-725-7702,http://joyhealhouse.itpage.kr/,숙소
써니빌리지,펜션,제주특별자치도 서귀포시 예래해안로 109-14,하예동 1679,010-9216-9698,https://pridge.kr/v2/camping/campinginfo/105254,숙소
포시즌펜션,펜션,제주특별자치도 서귀포시 칠십리로285번길 3,토평동 636,064-732-5222,http://www.fourseason365.com/,숙소
해마을펜션,펜션,제주특별자치도 제주시 서해안로 82,이호일동 365-2,064-712-5511,http://www.haemaeul.com/,숙소
토토하우스,펜션,제주특별자치도 제주시 애월읍 고성북길 112-1,애월읍 상귀리 152,064-745-7676,http://thankstoto.co.kr/totohouse/,숙소
제주무이,펜션,제주특별자치도 제주시 애월읍 엄수로 148,애월읍 수산리 965-1,064-711-9651,http://jejumooi.modoo.at/,숙소
자연하우스,펜션,제주특별자치도 서귀포시 표선면 한마음초등로 302,표선면 하천리 2296-4,010-4371-8000,http://nhresort.co.kr/,숙소
제주바당뜰펜션,펜션,제주특별자치도 서귀포시 안덕면 난드르로 49-39,안덕면 창천리 794,010-2697-5056,http://www.jejubadang.com/,숙소
제주야자원,펜션,제주특별자치도 서귀포시 표선면 풍천로273번길 143-13,표선면 하천리 1385-4,010-4351-2300,http://xn--2f5biypqor68a.com/,숙소
수필하우스,펜션,제주특별자치도 제주시 구좌읍 종달논길 50-1,구좌읍 종달리 820,010-3954-8550,http://www.soofeelhouse.com/,숙소
쉼멍스테이,펜션,제주특별자치도 서귀포시 대정읍 신영로 16-14 1층,대정읍 동일리 3006,010-8617-9992,http://pf.kakao.com/_yabQb,숙소
하얀언덕,펜션,제주특별자치도 서귀포시 표선면 민속해안로 351,표선면 표선리 1282-6,010-3665-8201,https://hayanunduk.modoo.at/,숙소
제주롱비치펜션,펜션,제주특별자치도 서귀포시 남원읍 남태해안로 11-16,남원읍 남원리 1398-4,010-2696-4524,http://www.jejulongbeach.com/,숙소
안녕애월,펜션,제주특별자치도 제주시 애월읍 금성1길 26,애월읍 금성리 499,010-2419-8814,https://instagram.com/hi_aewol,숙소
달콤한아침,펜션,제주특별자치도 제주시 구좌읍 행원로 35-9,구좌읍 월정리 104-5,010-4119-5248,http://blog.naver.com/godbreakfast,숙소
섬타임즈제주펜션,펜션,제주특별자치도 제주시 연대마을길 66-1,외도이동 2041-1,010-3801-9151,http://jejusometimes.com/,숙소
도구리3083,펜션,제주특별자치도 서귀포시 대정읍 노을해안로 702,대정읍 신도리 3083-1,010-9199-4581,http://www.doguri3083.com/,숙소
제주스카이힐펜션,펜션,제주특별자치도 서귀포시 남원읍 남원체육관로 251,남원읍 남원리 1284-1,010-7224-2811,http://xn--9t4b21gmo61ab4r2vo.com/,숙소
소랑호젠펜션,펜션,제주특별자치도 서귀포시 남원읍 태위로 545,남원읍 남원리 2356-1,010-7196-4047,https://blog.naver.com/shozen,숙소
서귀포 탐라도다펜션,펜션,제주특별자치도 서귀포시 안덕면 신화역사로682번길 17,안덕면 동광리 5-141,1644-9565,http://www.tamradoda.com/,숙소
펜션머물다,펜션,제주특별자치도 서귀포시 논짓물로48번길 16-6,하예동 341-2,064-739-5937,,숙소
쿠지홀리데이펜션,펜션,제주특별자치도 서귀포시 성산읍 난산로 100,성산읍 난산리 1493,064-784-0041,https://coogeeholiday.modoo.at/,숙소
통나무밸리펜션,펜션,제주특별자치도 제주시 애월읍 소길남길 177,애월읍 소길리 976,064-799-0110,http://www.tongnamoo.com/,숙소
돔그라미펜션,펜션,제주특별자치도 서귀포시 표선면 가시로 137,표선면 표선리 2755-4,064-787-9000,,숙소
퀸스베이펜션,펜션,"제주특별자치도 제주시 애월읍 신엄안2길 54 2,3층",애월읍 신엄리 953,064-712-7966,https://queensbaylodging.modoo.at/,숙소
디오션펜션,펜션,제주특별자치도 제주시 애월읍 애조로 462,애월읍 광령리 1726-2,010-4949-2441,http://blog.naver.com/loveflower1004,숙소
엘쯔타운펜션,펜션,제주특별자치도 제주시 애월읍 유수암평화길 136,애월읍 유수암리 892-2,064-747-9300,http://eltztown.com/,숙소
멍멍플레이스,펜션,제주특별자치도 제주시 애월읍 소길남길 244-5,애월읍 소길리 952-2,0507-1307-4661,https://www.instagram.com/jeju__mmplays/,숙소
완이클라쓰펜션,펜션,제주특별자치도 제주시 애월읍 곽지8길 1 1층,애월읍 곽지리 1741-1,010-4571-2543,https://m.blog.naver.com/05kghe,숙소
제주도유,펜션,제주특별자치도 제주시 조천읍 신촌10길 40,조천읍 신촌리 588-1,010-9727-3057,http://jejudoyu.co.kr/,숙소
애월드레,펜션,제주특별자치도 제주시 애월읍 고성10길 37-3,애월읍 광령리 4010-2,010-6692-3500,,숙소
마로펜션,펜션,제주특별자치도 제주시 한림읍 한림로 414-2,한림읍 협재리 1579,010-4519-4918,http://blog.naver.com/mcabs,숙소
르마빈펜션,펜션,제주특별자치도 제주시 조천읍 일주동로 1528,조천읍 북촌리 688-4,010-5426-0081,https://lemabin.modoo.at/,숙소
시땅,펜션,제주특별자치도 제주시 애월읍 고내북동길 47,애월읍 고내리 503-1,064-799-7978,http://www.sea-ddang.com/,숙소
행복한집,펜션,제주특별자치도 서귀포시 대정읍 도원남로 48-44,대정읍 신도리 1583-8,010-9660-6213,https://www.happyendinghouse.com/,숙소
독채펜션산들숲,펜션,제주특별자치도 서귀포시 안덕면 서광동로 93-11,안덕면 서광리 492-12,,http://sansuite.modoo.at/,숙소
협재블리스,펜션,제주특별자치도 제주시 한림읍 협재남6길 31,한림읍 협재리 1119-2,010-5606-4085,http://hyeopjaebliss.modoo.at/,숙소
썸스테이,펜션,제주특별자치도 제주시 한림읍 한수1길 33,한림읍 한수리 912-1,010-5762-0557,https://somestay.modoo.at/,숙소
디어노이,펜션,제주특별자치도 제주시 구좌읍 덕행로 175-36 1동,구좌읍 행원리 1950-4,010-7331-2286,http://dearnoi.com/,숙소
머무르다,펜션,제주특별자치도 제주시 애월읍 금성1길 29-1,애월읍 금성리 567,010-5148-8530,http://jungdamhouse.com/,숙소
AG하우스,펜션,제주특별자치도 서귀포시 표선면 돈오름로23번길 36-48,표선면 세화리 684-7,064-787-7768,http://www.aghouse.org/,숙소
해라의성,펜션,제주특별자치도 서귀포시 천제연로 103-12,색달동 2468,064-738-9490,https://pridge.kr/v2/camping/campinginfo/100100,숙소
하늘정원,펜션,제주특별자치도 서귀포시 칠십리로394번길 8-4,보목동 1239-1,064-733-5798,http://www.jejuheaven.net/,숙소
위미향펜션,펜션,제주특별자치도 서귀포시 남원읍 위미중앙로246번길 10,남원읍 위미리 1722,010-2578-1215,http://wimihyang.com/,숙소
더아이키즈풀빌라,펜션,제주특별자치도 제주시 구좌읍 평대서길 40,구좌읍 평대리 1957-6,010-6706-1766,http://blog.naver.com/ffjjsdh,숙소
소소재,펜션,제주특별자치도 제주시 구좌읍 행원로9길 26,구좌읍 행원리 683-1,010-6236-6121,http://www.sosojae.com/,숙소
블루비치펜션,펜션,제주특별자치도 제주시 도두항서길 59,도두일동 2617,064-711-7660,http://www.bluebeach.pe.kr/,숙소
용두암캐빈,펜션,제주특별자치도 제주시 어영길 32,용담삼동 1181-3,064-712-2550,,숙소
서귀포통나무집,펜션,제주특별자치도 서귀포시 칠십리로503번길 1,보목동 425,064-732-6747,http://xn--hh0bz7c2ynz6fxir08fq5cgsa.kr/,숙소
유플러스씨,펜션,제주특별자치도 서귀포시 남원읍 남태해안로 3,남원읍 남원리 1400-1,010-5520-2045,https://www.instagram.com/uplussea,숙소
하얀별펜션,펜션,제주특별자치도 제주시 애월읍 일주서로 6845,애월읍 구엄리 86-1,1644-9565,https://www.jeju-whitestar.kr/,숙소
제주그린나래,펜션,제주특별자치도 서귀포시 성산읍 서성일로 615,성산읍 수산리 3251,010-8901-7070,https://www.instagram.com/jejugreennaraepension/,숙소
이야기별방펜션,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2040,구좌읍 종달리 1407,010-9911-2585,http://byeolbang.kr/,숙소
제이팜휴양펜션,펜션,제주특별자치도 서귀포시 일주서로 505,하원동 1401,064-738-0117,,숙소
네모펜션,펜션,제주특별자치도 서귀포시 호근북로 93,호근동 1109-4,010-7162-6710,http://xn--950bm4p0qfn8u.urr.kr/,숙소
더루체앤하우스,펜션,"제주특별자치도 제주시 애월읍 중구엄길 11 2층, 3층",애월읍 신엄리 881-5,010-6899-3955,https://www.instagram.com/the_luce_n_house/,숙소
두모리에 리조트,펜션,제주특별자치도 제주시 한경면 두모11길 52-1,한경면 두모리 2611,,https://pridge.kr/v2/camping/campinginfo/98500,숙소
남매B펜션,펜션,제주특별자치도 제주시 애월읍 하광로 505,애월읍 광령리 2985-2,064-712-3752,https://pridge.kr/v2/camping/campinginfo/105256,숙소
판포리135,펜션,제주특별자치도 제주시 한경면 판포1길 35,한경면 판포리 2901-1,010-5551-9554,http://panpori135.com/,숙소
그림그리는펜션,펜션,제주특별자치도 서귀포시 성산읍 금백조로131번길 181,성산읍 수산리 3342-6,010-9285-5552,http://artpension.fortour.kr/,숙소
오색귤민박체험농장,펜션,제주특별자치도 제주시 한경면 청수서4길 66,한경면 청수리 676,010-7190-0041,http://osaekgyul.com/,숙소
비울채울펜션,펜션,제주특별자치도 서귀포시 검은여로130번길 73,보목동 1569,064-732-0388,http://www.bwcw.kr/,숙소
감수굴펜션,펜션,제주특별자치도 제주시 구좌읍 평대7길 48,구좌읍 평대리 569,064-782-2188,http://mandarinps.com/,숙소
제주무지개하우스,펜션,제주특별자치도 제주시 조천읍 평사길 8-6,조천읍 함덕리 239-2,010-8678-8657,http://jejurainbow.co.kr/,숙소
레몬밤스테이,펜션,제주특별자치도 서귀포시 성산읍 난고로34번길 61 2동,성산읍 고성리 1673-1,010-6630-3133,,숙소
춤추는달,펜션,제주특별자치도 서귀포시 중문상로 230-6,중문동 802-14,010-2765-2309,http://dancingmoon7.modoo.at/,숙소
단겸펜션,펜션,제주특별자치도 제주시 구좌읍 월정3길 14 2동,구좌읍 월정리 278,1644-9565,http://dangyum.com/,숙소
